time,speaker_gt,f0,centroid,tilt,rms
63.375,Speaker A,103.9,1463.0978268399504,-6.424777951940174,-20.24038804989071
63.575,Speaker A,106.5,1306.7754649328317,-8.314382440012409,-18.15404294910126
63.775,Speaker A,101.7,1015.2751516690615,-10.66231799872817,-18.740364495931505
63.975,Speaker A,99.8,714.8783589239082,-10.685767785943298,-21.29768922071319
64.175,Speaker A,94.6,486.8866498198534,-10.17964661166886,-22.583417560664465
64.375,Speaker A,83.3,427.43827918619326,-8.83801300456354,-28.871931647672255
64.575,Speaker A,105.9,594.0709984008679,-8.423709574706308,-27.06640843310725
64.775,Speaker A,117.5,700.4773245315458,-11.373790113267026,-20.15425867232137
64.975,Speaker A,112.7,690.4581017644563,-11.506332824815733,-18.856154126301846
65.175,Speaker A,108.9,684.3266179872666,-12.015862638108839,-17.75875718731752
65.375,Speaker A,102.4,592.5389696870132,-12.377859084192638,-17.65314786036612
65.575,Speaker A,97.5,806.6737287022936,-10.98093140315903,-20.48055148944203
65.775,Speaker A,97.3,883.1328302296316,-11.897483423652554,-21.32318514122412
65.975,Speaker A,94.3,1077.977615717243,-10.87039876670289,-23.25519721101127
66.575,Speaker C,176.6,1340.7880539204461,-5.0296321141511395,-27.119620011686266
66.775,Speaker C,176.6,1340.7880539204461,-5.0296321141511395,-27.119620011686266
66.975,Speaker C,132.3,1454.0489725120515,-3.776832093283204,-31.482946870376658
67.575,Speaker C,181.7,2582.5007129262367,-3.9662186829246138,-27.457630045324603
67.775,Speaker C,193.9,2782.478541888819,-3.04546279445947,-28.41711625853062
67.975,Speaker C,187.2,2588.8897226176255,-2.909451812949779,-28.992989033891533
68.175,Speaker C,166.8,3044.7954702578572,-2.735008953880549,-31.36857421716719
68.375,Speaker C,160.4,2560.221307560608,-3.5241367424740178,-28.91643560935719
68.575,Speaker C,148.1,2461.3296642351334,-4.450608980435998,-29.125974366266632
68.775,Speaker C,123.3,2693.025021148802,-3.9187933439452625,-30.181911344069107
68.975,Speaker C,119.5,2038.7726257619424,-4.257072827671051,-30.339302190881256
69.175,Speaker C,112.7,2181.920989923579,-3.3700631644487746,-33.47466675312909
69.975,Speaker C,199.7,1322.136465823872,-6.161139216555692,-27.120180744500924
70.175,Speaker C,201.6,1800.159447924195,-4.973266996227589,-28.277212367398313
70.375,Speaker C,221.1,1674.8483880925119,-5.333178974662259,-27.514189751494953
70.575,Speaker C,227.2,1746.2411022216684,-5.190932073173062,-27.941025598551363
70.775,Speaker C,162.6,2511.3016312936124,-4.282213476906718,-28.621102462056598
70.975,Speaker C,154.8,2469.5105579719734,-4.566852278010444,-28.90113285798946
71.175,Speaker C,118.3,3078.760497452573,-3.6525451334333767,-32.28354061522782
71.375,Speaker C,158.1,3278.263377053948,-2.939496905579131,-34.30707944124062
71.575,Speaker C,165.2,1973.471040149139,-4.71636080743067,-31.85305894480581
71.775,Speaker C,168.2,1629.652998103974,-5.97206555711777,-28.74209797804282
71.975,Speaker C,171.5,1400.7863346250626,-6.7004461407442575,-28.82509627562065
72.175,Speaker C,164.8,1367.5401844148444,-7.093968386047957,-28.5890715004494
72.375,Speaker C,162.3,1276.7957819012736,-6.9174614647299935,-26.710467022759886
72.575,Speaker C,160.7,1244.9796064207226,-6.860427053527675,-25.7376958750311
72.775,Speaker C,145.6,1089.3878040159561,-7.3145973300253715,-25.313594088158162
72.975,Speaker C,160.3,2018.8237709883292,-5.779199870480513,-25.314148091640995
73.175,Speaker C,139.0,2329.7778966805326,-5.8336797186161755,-28.53677206282647
73.375,Speaker C,97.8,3216.584389039718,-4.623738945060062,-34.69850952127573
73.775,Speaker A,85.2,887.0895741044302,-6.302512971939579,-23.67273350387704
73.975,Speaker A,84.7,941.1019291223093,-6.464952707413309,-25.124408466458057
74.175,Speaker A,84.7,941.1019291223093,-6.464952707413309,-25.124408466458057
74.375,Speaker A,78.9,2364.6538263607176,-4.669794122150037,-23.692615350824894
74.575,Speaker A,90.6,2221.292137270648,-7.720985247218931,-19.751342814455327
74.775,Speaker A,87.2,1768.277981551208,-8.50247005101547,-20.412037390343343
